City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
330,mesquite,32.7668,-96.5992,310.85,38,40,0.89,US,1722896711
331,bulungu,-4.55,18.6,301.2,38,100,1.22,CD,1722896807
332,port isabel,26.0734,-97.2086,307.19,73,0,5.14,US,1722896808
333,trairi,-3.2778,-39.2689,298.5,79,98,6.34,BR,1722896706
334,zhosaly,45.4878,64.0781,302.39,26,51,3.3,KZ,1722896810
335,lidzbark warminski,54.1259,20.5795,288.51,97,43,4.22,PL,1722896811
336,mozarlandia,-14.7447,-50.5706,300.47,24,0,3.08,BR,1722896813
337,zahedan,29.4963,60.8629,297.1,31,8,2.06,IR,1722896814
338,bukama,-9.2,25.85,295.46,22,0,0.75,CD,1722896815
339,tofol,5.3248,163.0078,300.03,89,75,1.03,FM,1722896816
340,lompoc,34.6391,-120.4579,298.47,68,0,5.66,US,1722896817
341,dong ha,16.8163,107.1003,298.47,80,44,2.39,VN,1722896818
342,dudinka,69.4058,86.1778,280.35,71,61,8.18,RU,1722896819
343,porto velho,-8.7619,-63.9039,305.18,45,4,1.54,BR,1722896536
344,ain beida,35.7964,7.3928,294.47,46,0,2.16,DZ,1722896821
345,sfantu gheorghe,45.8667,25.7833,292.0,77,99,1.1,RO,1722896822
346,sechura,-5.5569,-80.8222,295.48,57,0,8.6,PE,1722896823
347,sola,-13.8833,167.55,298.08,65,75,10.36,VU,1722896824
348,kuala terengganu,5.3302,103.1408,298.12,94,20,1.54,MY,1722896825
349,ketchikan,55.3422,-131.6461,299.41,41,0,3.6,US,1722896826
350,rudbar,30.15,62.6,306.4,17,5,3.51,AF,1722896827
351,toyooka,35.5333,134.8333,300.25,84,5,0.6,JP,1722896828
352,pago pago,-14.2781,-170.7025,300.7,74,40,2.57,AS,1722896830
353,baruun-urt,46.6806,113.2792,290.89,58,83,4.36,MN,1722896831
354,thinadhoo,0.5333,72.9333,301.6,70,100,1.92,MV,1722896832
355,port blair,11.6667,92.75,299.17,94,75,1.03,IN,1722896833
356,ceeldheer,3.8488,47.1806,297.03,84,32,8.64,SO,1722896834
357,kiruna,67.8557,20.2251,284.66,87,40,2.57,SE,1722896835
